record_id,phase,dataset,model,round,status,prompt_id,prompt_path,input_path,output_path,metrics_path,primary_metric,metric_value,valid_outputs,notes
tune_grefcoco_minicpm_r01,tune,gRefCOCO,MiniCPM,1,done,grefcoco_minicpm_round01,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_01.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_01.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_01_metrics.json,F1_score,0.35333333333333333,144,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r02,tune,gRefCOCO,MiniCPM,2,done,grefcoco_minicpm_round02,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_02.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_02.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_02_metrics.json,F1_score,0.47,188,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r03,tune,gRefCOCO,MiniCPM,3,done,grefcoco_minicpm_round03,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_03.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_03.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_03_metrics.json,F1_score,0.47333333333333333,197,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r04,tune,gRefCOCO,MiniCPM,4,done,grefcoco_minicpm_round04,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_04.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_04.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_04_metrics.json,F1_score,0.49666666666666665,203,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r05,tune,gRefCOCO,MiniCPM,5,done,grefcoco_minicpm_round05,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_05.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_05.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_05_metrics.json,F1_score,0.53,211,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r06,tune,gRefCOCO,MiniCPM,6,done,grefcoco_minicpm_round06,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_06.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_06.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_06_metrics.json,F1_score,0.49333333333333335,244,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r07,tune,gRefCOCO,MiniCPM,7,done,grefcoco_minicpm_round07,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_07.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_07.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_07_metrics.json,F1_score,0.4666666666666667,184,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r08,tune,gRefCOCO,MiniCPM,8,done,grefcoco_minicpm_round08,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_08.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_08.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_08_metrics.json,F1_score,0.47,241,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r09,tune,gRefCOCO,MiniCPM,9,done,grefcoco_minicpm_round09,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_09.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_09.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_09_metrics.json,F1_score,0.55,219,vllm_http_gpus_2_3
tune_grefcoco_minicpm_r10,tune,gRefCOCO,MiniCPM,10,done,grefcoco_minicpm_round10,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/gRefCOCO/MiniCPM/round_10.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/gRefCOCO/train_tune300_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/gRefCOCO/MiniCPM/round_10.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/gRefCOCO/MiniCPM/round_10_metrics.json,F1_score,0.6066666666666667,245,vllm_http_gpus_2_3
tune_nlvr2_qwen38_r01,tune,NLVR2,Qwen3.8,1,done,nlvr2_Qwen3.8_round01,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_01.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_01.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_01_metrics.json,accuracy,0.9075,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r02,tune,NLVR2,Qwen3.8,2,done,nlvr2_Qwen3.8_round02,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_02.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_02.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_02_metrics.json,accuracy,0.885,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r03,tune,NLVR2,Qwen3.8,3,done,nlvr2_Qwen3.8_round03,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_03.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_03.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_03_metrics.json,accuracy,0.91,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r04,tune,NLVR2,Qwen3.8,4,done,nlvr2_Qwen3.8_round04,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_04.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_04.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_04_metrics.json,accuracy,0.89,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r05,tune,NLVR2,Qwen3.8,5,done,nlvr2_Qwen3.8_round05,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_05.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_05.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_05_metrics.json,accuracy,0.9125,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r06,tune,NLVR2,Qwen3.8,6,done,nlvr2_Qwen3.8_round06,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_06.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_06.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_06_metrics.json,accuracy,0.88,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
tune_nlvr2_qwen38_r07,tune,NLVR2,Qwen3.8,7,done,nlvr2_Qwen3.8_round07,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/prompts/NLVR2/Qwen3.8/round_07.txt,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/inputs/NLVR2/train_tune400_inputs.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/model_outputs/NLVR2/Qwen3.8/round_07.jsonl,/mnt/HithinkOmniSSD/user_workspace/caisihang/research/ICASSP_ModelCollaboration/outputs/experiments/20260902_four_dataset_prompt_optimization_70plus8/audits/NLVR2/Qwen3.8/round_07_metrics.json,accuracy,0.9075,400,vllm_http_gpus_0_1_two_images_free_decode_thinking_off
